nct_id,intervention_type,intervention_name,description
NCT07485010,DRUG,Trimethoprim / Sulfamethoxazole,Adults and children 12 years and older: Oral Co-trimoxazole (Trimethoprim / Sulfamethoxazole) 160/800mg twice daily.
NCT07485010,DRUG,Doxycycline,Adults and Children 12 years and older: Oral doxycycline 100mg once daily.
NCT07485010,DRUG,moxifloxacin,"Adult: Oral moxifloxacin 400mg once daily. Children 12 years and older: Oral moxifloxacin 10-15mg/kg once daily, maximum dose 400mg"
NCT07485010,DRUG,bedaquiline,Adult: Oral bedaquiline (18-64 years of age) 400mg once daily for the first two weeks followed by 400mg thrice weekly for 22 weeks (maximum duration of 6 months).
NCT07485010,DRUG,Rifabutin,"Adult: Oral rifabutin: 5mg/kg once daily, maximum 300-450mg. Children 12 years and older: Oral rifabutin 5mg/kg once daily"
NCT07048262,BIOLOGICAL,CSL787,CSL787 high or low doses once daily (QD) will be administered via inhalation over a period of 6 to 12 months.
NCT07048262,DRUG,Placebo,Participants will receive a matching volume of placebo QD over a period of 6 to 12 months.
NCT07048262,DEVICE,Nebulizer,The nebulizer is a CE-marked device.
NCT02107859,DRUG,Ataluren,Ataluren will be administered per dose and schedule specified in the arm.
NCT01149005,DRUG,novorapid / humalog short acting insulin,"1-4 units will be injected Subcutaneously (SC), before every main meal."
NCT01149005,DRUG,Novo Rapid Insulin (Novonordisk),Novo Rapid Insulin (Novonordisk) will be administered before each main meal 1-4 units depends on the patients weight
NCT01375049,DRUG,Aztreonam for Inhalation Solution (AZLI),AZLI 75 mg administered 3 times daily via the investigational eFlow® nebulizer
NCT06747858,BIOLOGICAL,ARCT-032,CFTR mRNA formulated in lipid nanoparticles
NCT06159725,DRUG,CMTX-101,CMTX-101 is a humanized monoclonal antibody administered as a single IV infusion over approximately 60 minutes.
NCT06159725,DRUG,Placebo,Placebo is normal saline administered as a single IV infusion over approximately 60 minutes.
NCT02661438,DRUG,Placebo to Ciprofloxacin DPI (BAYQ3939),"Placebo to Ciprofloxacin DPI, 3 doses during test session, 1 additional dose for patients during device training"
NCT02717650,OTHER,A-STEP,"Study A) Study A) Development of new exercise test protocol and Observational Feasibility/Safety Study (no comparator).

Feasibility/safety of a newly designed, incremental, maximal, standardised step test in adults with Cystic Fibrosis."
NCT02717650,OTHER,A-STEP (New Protocol),"Study B) Validation Study (random allocation of test order). Validity of an incremental, maximal, standardised incremental step test with breath-by-breath gas analysis using portable metabolic measurement equipment against CPET."
NCT02717650,OTHER,Comparator: CPET cycle ergometer (Gold Standard),"Study B) Validation study (random allocation of test order) ""Gold standard"" CPET. An incremental, maximal standardised cycle ergometer exercise test (performed as per published protocol) using portable metabolic measurement equipment."
NCT02552043,OTHER,Nintendo Wii exercise program,"The aerobic training protocol was designed to improve muscular strength, body endurance and flexibility (involved activities as: running, up the knees, butt kickers, etc.). The game used has a strap pouch to hold the Nunchuk© controller placed on the thigh that detects the lower body movements, and also features a number of exercise options supervised by a virtual personal trainer"
NCT04278040,DRUG,Melphalan,Inhalations with low doses of Melphalan for 5 consequent days
NCT04970225,OTHER,1 blood sample,4 tubes of 7 ml per sample (a single sample)
NCT04970225,OTHER,2 blood samples,4 tubes of 7 ml per sample / 2 samples : before / after antibiotic treatment
NCT07304362,BEHAVIORAL,Online Education Program,"Children with cystic fibrosis and their parents in the intervention group will receive an online education program designed to improve health literacy. The program will be delivered once, immediately after the pretest, through an online platform. The session will last approximately 30-40 minutes and will follow a standardized educational protocol reviewed by expert faculty members. Posttest assessment will be conducted 4 weeks after the intervention. The program aims to enhance parents' ability to interpret, apply, and make decisions based on health information, and to help children understand and take responsibility for their own health."
NCT02734810,DRUG,Liprotamase Powder for Oral Solution,"Oral, soluble, non-enterically coated, non-porcine, pancreatic enzyme replacement therapy"
NCT03219164,DRUG,AZLI,"Administered via the PARI Altera® Nebulizer System. Participants \< 2 years will receive via the SmartMask® Baby, 2 to \< 6 years via the SmartMask Kids® and \> 6 years via the nebulizer mouthpiece."
NCT03219164,DRUG,Placebo,"Administered via the PARI Altera® Nebulizer System. Participants \< 2 years will receive via the SmartMask® Baby, 2 to \< 6 years via the SmartMask Kids® and \> 6 years via the nebulizer mouthpiece."
NCT00449904,DRUG,Liprotamase,Administered orally
NCT01710930,OTHER,Study of predictive factors,"Phase 1 : Inclusion of patients (V0) :

In the case of a participation agreement, data on age, profession, previous history, history of the disease and current treatments will be collected. Different tests will be performed at this visit.

Phase 2 : Determination of the baseline (V1) : Patients will be reviewed one month after V0 (V1). In the absence of exacerbation between V0 and V1, the examinations performed in routine practice will be used to determine the basic state of biological parameters of interest. During this visit, different tests will be performed.

Phase 3 : Quarterly monitoring of patients (V2-V9) : Patients will be followed every three months for 2 years (V2-V9)."
NCT01883284,OTHER,Tests in vitro after sampling nasal cells of CF patients or controls,"Nasal cells of CF patients or controls were collected by scratching of intermediate turbinate and cultured in vitro. Epigenetic modifiers treatment was applied to these ex vivo nasal epithelia. Then, mRNA, protein and secretions were quantified."
NCT00420836,DRUG,Tobramycin,
NCT03485456,DRUG,Tobramycin,"Tobramycin dry powder inhalation with 30, 60 and 90 mg. Nebulisation with 300 mg tobramycin"
NCT07255131,BEHAVIORAL,Group A An online group cognitive behavioral psychotherapy in 13 sessions via Zoom,"An online group cognitive behavioral psychotherapy will be offered via Zoom in 13 sessions to the therapy Group A, to patients with cystic fibrosis"
NCT07255131,BEHAVIORAL,Group B An online group supportive psychotherapy in 13 sessions via Zoom,"An online group supportive psychotherapy will be offered via Zoom in 13 sessions to the control group Group B, to patients with cystic fibrosis"
NCT07255131,BEHAVIORAL,Group C An online group cognitive behavioral psychotherapy in 13 sessions via Zoom,"An online group cognitive behavioral psychotherapy will be offered via Zoom in 13 sessions to the therapy group C, to caregivers of patients with cystic fibrosis"
NCT07255131,BEHAVIORAL,Group D An online group supportive psychotherapy in 13 sessions via Zoom,"An online group supportive psychotherapy will be offered via Zoom in 13 sessions to the control Group D, to caregivers of patients with cystic fibrosis"
NCT01916577,DRUG,Plerixafor mobilization of autologous CD117 stem cells,Peripheral mobilization of autologous CD117+ stem cells from the bone marrow in patients awaiting lung transplantation versus normal controls
NCT01327703,DRUG,"Panzytrat® 25,000","Panzytrat® 25,000 capsule will be given orally daily at a stabilized dose, as per investigator's discretion, for 14 days. Stabilized dose for a participant will be the optimal dose determined during a qualification phase that precedes the first treatment period and will be based upon the participant's usual lipase and lipid intake. Total dose will not exceed 10,000 European Pharmacopoeia (Ph.Eur.) units lipase/kilogram (kg) body weight/day in either first treatment period or second treatment period."
NCT01327703,DRUG,"Kreon® 25,000","Kreon® 25,000 capsule will be given orally daily at a stabilized dose, as per investigator's discretion, for 14 days. Stabilized dose for a participant will be the optimal dose determined during a qualification phase that precedes the first treatment period and will be based upon the participant's usual lipase and lipid intake. Total dose will not exceed 10,000 Ph.Eur. units lipase/kg body weight/day in either first treatment period or second treatment period."
NCT03905642,DRUG,Arikayce™,Amikacin (aminoglycoside) in a liposomal formulation.
NCT03226795,OTHER,""" Information-Motivation-Behavioral skills "" intervention.","* ""information"" -\> Reminders of medication: mobile application
* ""Motivation"" -\> Coaching by patients: intervention or coaching by an expert patient, animation of a social network of patients
* ""Behavioral skills"" -\> Accompaniment by professionals: therapeutic education, assessment of membership during medical visits, prioritization of treatments"
NCT04594369,DRUG,Brensocatib 10 mg,Oral tablet.
NCT04594369,DRUG,Brensocatib 25 mg,Oral tablet.
NCT04594369,DRUG,Placebo,Brensocatib-matching oral tablet.
NCT02950883,DRUG,Active Treatment Group 7% Hypertonic Saline,"Drug: 7% Hypertonic Saline (HS) 4 mL of HS will be administered via inhalation twice daily for 48 weeks. The delivery system is a PARI Sprint Junior nebulizer with a PARI Baby face mask or mouthpiece driven by a PARI compressor (PARI Vios® Pro in USA, PARI BOY SX in Australia and Europe).

Other Names:

Hyper-Sal™, inhaled saline"
NCT02950883,DRUG,Control Group 0.9% Isotonic Saline,"Drug: 0.9% Isotonic Saline (IS) 4 mL of IS will be administered via inhalation twice daily for 48 weeks The delivery system is the same as that for the test product.

Other Names: Normal saline"
NCT02679729,DRUG,AZD5634 for inhalation,"Solution, citrate buffer, saline nebulizer solution; strength 0.1 - 5 mg/g; administered by jet nebulizer"
NCT02679729,DRUG,AZD5634 for infusion,"Solution, citrate buffer, saline solution for infusion; strength 0.013 mg/mL"
NCT02679729,OTHER,Placebo,inactive substance
NCT05531630,DEVICE,Nasal rinsing with saline 0.9%,"Nasal irrigations with saline (NaCl 0.9%) are considered golden standard in the treatment of chronic rhinosinusitis. Sachets consisting of mixtures for saline solutions, produced by DOS Medical®, consist of 1.875g sodium chloride and 0.625g sodium bicarbonate (figure 5). The content of the sachet has to be dissolved in 250mL heated water (lukewarm drinking water, max 37°C) in a NasoFree® nasal irrigator (Figure 4). Afterwards, the solution has to be mixed according to the instructions, the temperature has to be tested on the palm or forearm and afterwards, the product can be used. The patient will be asked to rinse their nose with the saline solution, once daily, for six weeks.

The sachet with rinsing salt is considered to be a class I medical device and has a CE-label (CNK number 3309028)."
NCT05531630,DEVICE,Nasal rinsing with Xylitol,"Xylitol is a sugar-alcohol that is already implemented in the treatment of patients with (difficult-to-treat) chronic rhinosinusitis. Some (pilot) studies have already showed a positive effect in CRS patients without cystic fibrosis. Xylitol nasal rinsing salt, produced by DOS Medical®, is a mixture of 4g Xylitol, 1.875g sodium chloride, 0.625g sodium bicarbonate and 0,03g mint (Figure 3). The content of the sachet has to be dissolved in 250mL heated water (lukewarm drinking water, max 37°C) in a NasoFree® nasal irrigator (Figure 4). Afterwards, the solution has to be mixed according to the instructions, the temperature has to be tested on the palm or forearm and afterwards, the product can be used. The patient will be asked to rinse their nose with the Xylitol solution, once daily, for six weeks.

The sachet with rinsing salt is considered to be a class I medical device, has a CE-label (CNK number 3309036) and is already commercially available in Belgium and The Netherlands."
NCT02888730,DRUG,Tobramycin nebulized nasally,"Two sonic nebulizations per day will be realized by patients: morning and evening during 15 days. There should be a maximum of 12 hours between the 2 doses but shall not be less than 6 hours. The dosage should not be adjusted to body weight. All patients will receive one ampoule of tobramycin twice a dayAmpoules of tobramycin are filled by 5 ml containing 300 mg of tobramycin and 11.25 mg of sodium chloride. Bulb should be employed in nebulizer and administered by the inhalation route approximately 15 minutes to complete.Antibiotic retained for the study, tobramycin is manufactured by the ""Pharmacie à Usage Interne"" of the Henri Mondor Hospital. The study's product will be prepared with Base Tobramycin and excipients in accordance with TOBI's composition."
