nct_id,brief_title,overall_status,lead_sponsor_class,lead_sponsor_name,phase,normalized_stage,is_active,ncfb_heuristic,disease_area,strategy,strategy_rule_id,need_ids,role,map_eligible,whitespace_relevant,crowding_unit,review_status,review_source,asset_name,company_name,linked_program_id,review_notes,retrieved_at,source_id
NCT02605590,"Safety, Tolerability and Pharmacokinetics Study of AIR DNAse Administered by Inhalation to Healthy Adult Volunteers",COMPLETED,INDUSTRY,Protalix,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Protalix,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02613884,"Safety, Efficacy, and Feasibility of High-dose Cholecalciferol in Pediatric Patients With Cystic Fibrosis",COMPLETED,OTHER,Johns Hopkins All Children's Hospital,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Johns Hopkins All Children's Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02614300,The Role of Pulmonary Rehabilitation and Airways Clearance Techniques in the Multidisciplinary Management of Non CF Bronchiectasis,UNKNOWN,OTHER,Hospital Clinic of Barcelona,NA,not_applicable,False,non-cystic fibrosis bronchiectasis,ncfb,care_delivery,care_delivery,,not_cf_primary,0,0,0,auto_suggested,rules,,Hospital Clinic of Barcelona,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02625246,Safety and Potential Efficacy of Human Mesenchymal Stem Cells in Non-Cystic Fibrosis Bronchiectasis,COMPLETED,OTHER,Marilyn Glassberg,PHASE1,phase_1,False,non-cystic fibrosis bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,Marilyn Glassberg,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02626182,Evaluation and Treatment of Pulmonary Vascular Disease in Moderate to Severe CF,COMPLETED,OTHER,National Jewish Health,PHASE1;PHASE2,phase_1,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,National Jewish Health,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02641769,Intra-Testicular Transplantation of Autologous Stem Cells for Treatment of Non-Obstructive Azoospermia Male Infertility.,RECRUITING,OTHER,Stem Cells Arabia,PHASE1;PHASE2,phase_1,True,,cf,other,no_keyword_match,N7,supportive,0,0,0,reviewed,trial_review_overrides,Intra-testicular stem cells for azoospermia,Stem Cells Arabia,,Fertility research in men who may have CF. Not a CF therapeutic map asset.,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02646995,Lipid Formulation to Increase the Bioavailability of Fatty Acids in Cystic Fibrosis (CF) Patients,COMPLETED,INDUSTRY,Société des Produits Nestlé (SPN),NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Société des Produits Nestlé (SPN),,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02649751,"Evaluation of (R)-Roscovitine Safety and Effects in Subjects With Cystic Fibrosis, Homozygous for the F508del-CFTR Mutation",TERMINATED,OTHER,"University Hospital, Brest",PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"University Hospital, Brest",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02653027,Effect of Lumacaftor-ivacaftor on Glucose Handling and Tolerance in Cystic Fibrosis Phe508del,WITHDRAWN,OTHER,Massachusetts General Hospital,NA,not_applicable,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Massachusetts General Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02657473,Inhaled Nebulized Tobramycin in Non-cystic Fibrosis Bronchiectasis,COMPLETED,OTHER,Medical Center Alkmaar,PHASE2;PHASE3,phase_2,False,non-cystic fibrosis bronchiectasis,ncfb,antimicrobial,antimicrobial,,not_cf_primary,0,0,0,auto_suggested,rules,,Medical Center Alkmaar,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02661438,Summative Usability Study of Ciprofloxacin Dry Powder for Inhalation Using Placebo,COMPLETED,INDUSTRY,Bayer,NA,not_applicable,False,non-cystic fibrosis bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,Bayer,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02668575,Integrating Supportive Care in Cystic Fibrosis,COMPLETED,OTHER,University of Pittsburgh,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,University of Pittsburgh,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02677701,Testing the Effect of Adding Chronic Oral Azithromycin to Inhaled Tobramycin in People With Cystic Fibrosis (CF),COMPLETED,OTHER,Seattle Children's Hospital,PHASE4,approved,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Seattle Children's Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02679729,"To Assess the Safety, Tolerability and Pharmacokinetics of AZD5634 Following Inhaled and Intravenous (IV)Dose Administration",COMPLETED,INDUSTRY,AstraZeneca,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,AstraZeneca,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02680418,Pharmacokinetics of FDL169 in Healthy Female Subjects,COMPLETED,OTHER,Flatley Discovery Lab LLC,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Flatley Discovery Lab LLC,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02682290,Assessment of Rheological Parameters of Human Sputum.,COMPLETED,OTHER,"University Hospital, Grenoble",NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"University Hospital, Grenoble",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02684552,Non Invasive Ventilation During Physical Training in Cystic Fibrosis,COMPLETED,OTHER,Karolinska University Hospital,NA,not_applicable,False,,cf,other,no_keyword_match,,diagnostic,0,0,0,auto_suggested,rules,,Karolinska University Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02690064,Mechanisms for Vascular Dysfunction and Exercise Tolerance in CF,ACTIVE_NOT_RECRUITING,OTHER,Augusta University,NA,not_applicable,True,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,Augusta University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02690519,Study of GLPG1837 in Subjects With Cystic Fibrosis (S1251N Mutation),COMPLETED,INDUSTRY,Lakefront Biotherapeutics NV,PHASE2,phase_2,False,,cf,diagnostic,diagnostic,,diagnostic,0,0,0,auto_suggested,rules,,Lakefront Biotherapeutics NV,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02690857,Study of Docosahexanoic Acid in Patients With Cystic Fibrosis (CF),COMPLETED,OTHER,Hospices Civils de Lyon,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Hospices Civils de Lyon,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02694393,Inhaled Sodium Nitrite as an Antimicrobial for Cystic Fibrosis,TERMINATED,INDIV,"Schmidhofer, Mark, MD",PHASE1;PHASE2,phase_1,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,"Schmidhofer, Mark, MD",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02700243,Increase Tolerance for Exercise and Raise Activity Through Connectedness Trial,COMPLETED,OTHER,Boston Children's Hospital,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,Boston Children's Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02700282,Backpack Carrying in Children With Cystic Fibrosis,COMPLETED,OTHER,Groupe Hospitalier du Havre,PHASE4,approved,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Groupe Hospitalier du Havre,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02703155,The Use of Home Oral Glucose Tolerance Test Kit in Screening Cystic Fibrosis Related Diabetes,UNKNOWN,OTHER,Great Ormond Street Hospital for Children NHS Foundation Trust,NA,not_applicable,False,,cf,metabolic_cfrd,cfrd,N5,diagnostic,0,0,0,auto_suggested,rules,,Great Ormond Street Hospital for Children NHS Foundation Trust,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02707562,Study of GLPG1837 in Subjects With Cystic Fibrosis (G551D Mutation),COMPLETED,INDUSTRY,Lakefront Biotherapeutics NV,PHASE2,phase_2,False,,cf,diagnostic,diagnostic,,diagnostic,0,0,0,auto_suggested,rules,,Lakefront Biotherapeutics NV,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02709109,A Study to Evaluate the Safety and Efficacy of VX-371 in Subjects With Cystic Fibrosis Who Are Homozygous for the F508del-CFTR Mutation,COMPLETED,INDUSTRY,Parion Sciences,PHASE2,phase_2,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Parion Sciences,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02712983,"Dose-finding Study to Assess the Efficacy, Safety and Tolerability of Tobramycin Inhalation Powder in Patients With Non-Cystic Fibrosis Bronchiectasis and Pulmonary P. Aeruginosa Infection",COMPLETED,INDUSTRY,Novartis Pharmaceuticals,PHASE2,phase_2,False,non-cystic fibrosis bronchiectasis,ncfb,antimicrobial,antimicrobial,,not_cf_primary,0,0,0,auto_suggested,rules,,Novartis Pharmaceuticals,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02715921,Impact of Telerehabilitation Training on Pediatric Cystic Fibrosis Patients: An Exploratory Study,COMPLETED,OTHER,MemorialCare Health System,NA,not_applicable,False,,cf,mucociliary_clearance,mucociliary,N3,supportive,0,0,0,auto_suggested,rules,,MemorialCare Health System,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02717650,"The Alfred Step Test Exercise Protocol (A-STEP), for Adults With Cystic Fibrosis.",COMPLETED,OTHER,The Alfred,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,The Alfred,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02718495,"Study Assessing PTI-428 Safety, Tolerability, and Pharmacokinetics in Subjects With Cystic Fibrosis",COMPLETED,INDUSTRY,"Proteostasis Therapeutics, Inc.",PHASE1;PHASE2,phase_1,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,"Proteostasis Therapeutics, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02721498,Improving Outcome Measures For Adult CF ACT Trials,COMPLETED,OTHER,Royal Brompton & Harefield NHS Foundation Trust,NA,not_applicable,False,,cf,mucociliary_clearance,mucociliary,N3,supportive,0,0,0,auto_suggested,rules,,Royal Brompton & Harefield NHS Foundation Trust,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02722122,"Study to Evaluate the Safety,Tolerability, Pharmacokinetics and Exploratory Efficacy Parameters of AIR DNase™in Patients With Cystic Fibrosis Previously Treated With Pulmozyme®",UNKNOWN,INDUSTRY,Protalix,PHASE2,phase_2,False,,cf,mucociliary_clearance,mucociliary,N3,therapeutic,0,0,0,auto_suggested,rules,,Protalix,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02723968,Cystic Fibrosis Related Diabetes Screening.,COMPLETED,OTHER,Hospices Civils de Lyon,NA,not_applicable,False,,cf,metabolic_cfrd,cfrd,N5,supportive,0,0,0,auto_suggested,rules,,Hospices Civils de Lyon,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02724527,Study of Cavosonstat (N91115) in CF Patients Who Are Heterozygous for F508del-CFTR and a Gating Mutation and Being Treated With Ivacaftor,UNKNOWN,INDUSTRY,"Nivalis Therapeutics, Inc.",PHASE2,phase_2,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,"Nivalis Therapeutics, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02725567,"A Study to Evaluate the Safety, Pharmacokinetics, and Pharmacodynamics of Ivacaftor in Subjects With Cystic Fibrosis Who Are Less Than 24 Months of Age and Have an Ivacaftor-Responsive CFTR Mutation",COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02730208,"A Study to Evaluate the Effect of VX-661 in Combination With Ivacaftor on Chest Imaging Endpoints in Subjects With Cystic Fibrosis, Homozygous for the F508del CFTR Mutation",COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE2,phase_2,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02730793,Aztreonam Aerosol to Treat Cystic Fibrosis Nasal Disease,TERMINATED,OTHER,Virginia Commonwealth University,PHASE2,phase_2,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Virginia Commonwealth University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02734810,SIMPLICITY: Studying Impacts on Malabsorption With Liprotamase in Cystic Fibrosis,COMPLETED,INDUSTRY,Anthera Pharmaceuticals,PHASE3,phase_3,False,,cf,gi_nutrition,gi,N6,therapeutic,0,0,0,auto_suggested,rules,,Anthera Pharmaceuticals,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02740868,Xenon-129 and Inert Fluorinated Gas Lung MRI: Study of Healthy Volunteers and Participants With Pulmonary Disease,RECRUITING,OTHER,The Hospital for Sick Children,PHASE2,phase_2,True,,cf,diagnostic,diagnostic,,diagnostic,0,0,0,reviewed,trial_review_overrides,Xenon-129 lung MRI,The Hospital for Sick Children,,Imaging biomarker in mixed pulmonary disease including CF.,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02742519,A Study to Evaluate Efficacy and Safety of Ivacaftor in Subjects With Cystic Fibrosis Aged 3 Through 5 Years Who Have a Specified CFTR Gating Mutation,TERMINATED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02748798,Developing Optimal Parameters for Hyperpolarized Noble Gas and Inert Fluorinated Gas MRI of Lung Disorders,TERMINATED,OTHER,Thunder Bay Regional Health Research Institute,EARLY_PHASE1,phase_1,False,,cf,diagnostic,diagnostic,,diagnostic,0,0,0,auto_suggested,rules,,Thunder Bay Regional Health Research Institute,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02750501,Absorption and Safety With Sustained Use of RELiZORB Evaluation (ASSURE) Study,COMPLETED,INDUSTRY,"Alcresta Therapeutics, Inc.",NA,not_applicable,False,,cf,gi_nutrition,gi,N6,diagnostic,0,0,0,auto_suggested,rules,,"Alcresta Therapeutics, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02750722,Exercise and Oscillatory Positive Expiratory Pressure Therapy in Cystic Fibrosis,COMPLETED,OTHER,University of Zurich,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,University of Zurich,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02759562,Effect of Andecaliximab on FEV1 in Adults With Cystic Fibrosis,TERMINATED,INDUSTRY,Gilead Sciences,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Gilead Sciences,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02767297,Bioavailability and Pharmacokinetics Study of FDL169 in Healthy Subjects and Subjects With Cystic Fibrosis,COMPLETED,OTHER,Flatley Discovery Lab LLC,PHASE1;PHASE2,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Flatley Discovery Lab LLC,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02781610,Standardized Treatment of Pulmonary Exacerbations II,COMPLETED,OTHER,Chris Goss,PHASE4,approved,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Chris Goss,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02782312,Salmeterol-Fluticasone Combined Inhaled Therapy for Non-cystic Fibrosis Bronchiectasis,COMPLETED,OTHER,"Shanghai Pulmonary Hospital, Shanghai, China",PHASE4,approved,False,non-cystic fibrosis bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,"Shanghai Pulmonary Hospital, Shanghai, China",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02797132,"Safety and Pharmacokinetic Study of Lumacaftor/Ivacaftor in Subjects Aged 2 Through 5 Years With Cystic Fibrosis, Homozygous for F508del",COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02802839,Virtual Reality for the Reduction of Pain During Venipuncture in Children With CF,UNKNOWN,OTHER,University of Florence,NA,not_applicable,False,,cf,other,no_keyword_match,,diagnostic,0,0,0,auto_suggested,rules,,University of Florence,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02810691,The Effect of Soluble Fiber to Reduce Post-prandial Glycemic Excursion in Adults With Cystic Fibrosis,COMPLETED,OTHER,Institut de Recherches Cliniques de Montreal,NA,not_applicable,False,,cf,metabolic_cfrd,cfrd,N5,supportive,0,0,0,auto_suggested,rules,,Institut de Recherches Cliniques de Montreal,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02819856,SPI-1005 for Prevention and Treatment of Tobramycin Induced Ototoxicity,COMPLETED,INDUSTRY,"Sound Pharmaceuticals, Incorporated",PHASE2,phase_2,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,"Sound Pharmaceuticals, Incorporated",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02823470,A Pilot Study to Evaluate the Use of Smart Adherence Technology to Measure Lumacaftor/Ivacaftor Adherence in CF Subjects Homozygous for the F508del CFTR Mutation,TERMINATED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE4,approved,False,,cf,cftr_modulator,modulator,N2,label_expansion,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02823587,Pulmonary Rehabilitation in Non-Cystic Fibrosis Bronchiectasis,UNKNOWN,OTHER,University of Sao Paulo,NA,not_applicable,False,non-cystic fibrosis bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,University of Sao Paulo,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02823964,EASY: Extended Access to Sollpura Over Years,COMPLETED,INDUSTRY,Anthera Pharmaceuticals,PHASE4,approved,False,,cf,gi_nutrition,gi,N6,therapeutic,0,0,0,auto_suggested,rules,,Anthera Pharmaceuticals,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02840136,LC-MS/MS Based Method Development for the Monitoring of Antibiotic Concentrations in Sputum of Cystic Fibrosis Patients,TERMINATED,OTHER,University Ghent,NA,not_applicable,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,University Ghent,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02847156,Impact of Respiratory Viral Infections in Infants With Cystic Fibrosis.,COMPLETED,OTHER,Hospices Civils de Lyon,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Hospices Civils de Lyon,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02850692,Portal Hypertension and Systemic Endothelial Function,UNKNOWN,OTHER,Hopital Foch,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Hopital Foch,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02858843,The Effect of Combination Lumacaftor and Ivacaftor on Markers of Hyperglycemia,TERMINATED,OTHER,Massachusetts General Hospital,NA,not_applicable,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Massachusetts General Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02866721,Safety and Tolerability Study of Allogeneic Mesenchymal Stem Cell Infusion in Adults With Cystic Fibrosis,COMPLETED,OTHER,University Hospitals Cleveland Medical Center,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,University Hospitals Cleveland Medical Center,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
